lab_code,mortality_id,field_code,smu_format,pathology_num,date_found,site,sex,estimated_age,length_cm,weight_kg,preservation_code,category,broad_category,cancer,digestive_cancer,mammary_cancer
Bel00282,125,DL2000-02,DL-02-00,00-B201,26-07-2000,Tadoussac,F,9,316,284,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00283,125,DL2000-02,DL-02-00,00-B201,26-07-2000,Tadoussac,F,9,316,284,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00319,130,DL2001-02,DL-02-01,01-6755,04-05-2001,"Sainte-Thérèse du Cap Colombier",F,61,375,678,3,Neoplasia,Neoplasia,1,0,0
Bel00320,130,DL2001-02,DL-02-01,01-6755,04-05-2001,"Sainte-Thérèse du Cap Colombier",F,61,375,678,3,Neoplasia,Neoplasia,1,0,0
Bel00369,137,DL2002-02,DL-02-02,02-6827,06-05-2002,Rivière-Ouelle,M,21,401,933,3.5,Undetermined,Undetermined,0,0,0
Bel00370,137,DL2002-02,DL-02-02,02-6827,06-05-2002,Rivière-Ouelle,M,21,401,933,3.5,Undetermined,Undetermined,0,0,0
Bel00371,137,DL2002-02,DL-02-02,02-6827,06-05-2002,Rivière-Ouelle,M,21,401,933,3.5,Undetermined,Undetermined,0,0,0
Bel00372,137,DL2002-02,DL-02-02,02-6827,06-05-2002,Rivière-Ouelle,M,21,401,933,3.5,Undetermined,Undetermined,0,0,0
Bel00407,146,DL2003-02,DL-02-03,"03-4383 ",13-06-2003,Saint-Ulric,F,45,356,576,2,Neoplasia,Neoplasia,1,1,0
Bel00408,146,DL2003-02,DL-02-03,"03-4383 ",13-06-2003,Saint-Ulric,F,45,356,576,2,Neoplasia,Neoplasia,1,1,0
Bel00461,154,DL2004-02,DL-02-04,04-5819,04-06-2004,Port-au-Persil,F,60,347,658,3,Neoplasia,Neoplasia,1,0,0
Bel00507,164,DL2005-02,DL-02-05,05-6700,02-06-2005,Sainte-Luce,F,35,377,795,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00508,164,DL2005-02,DL-02-05,05-6700,02-06-2005,Sainte-Luce,F,35,377,795,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00530,170,DL2006-02,DL-02-06,06-9186,17-09-2006,Pointe-au-Père,F,4,262,317,2.5,Other,"Other non-infetious causes",0,0,0
Bel00531,170,DL2006-02,DL-02-06,06-9186,17-09-2006,Pointe-au-Père,F,4,262,317,2.5,Other,"Other non-infetious causes",0,0,0
Bel00532,170,DL2006-02,DL-02-06,06-9186,17-09-2006,Pointe-au-Père,F,4,262,317,2.5,Other,"Other non-infetious causes",0,0,0
Bel00533,170,DL2006-02,DL-02-06,06-9186,17-09-2006,Pointe-au-Père,F,4,262,317,2.5,Other,"Other non-infetious causes",0,0,0
Bel00574,173,DL2007-02,DL-02-07,07-5160,27-05-2007,Sainte-Luce,F,44,397,716,2,Undetermined,Undetermined,0,0,0
Bel00575,173,DL2007-02,DL-02-07,07-5160,27-05-2007,Sainte-Luce,F,44,397,716,2,Undetermined,Undetermined,0,0,0
Bel00635,183,DL2008-02,DL-02-08,08-2699,07-06-2008,Portneuf-sur-Mer,F,37,370,645,3.5,Neoplasia,Neoplasia,1,1,0
Bel00636,183,DL2008-02,DL-02-08,08-2699,07-06-2008,Portneuf-sur-Mer,F,37,370,645,3.5,Neoplasia,Neoplasia,1,1,0
Bel00711,190,DL2009-02,DL-02-09,P507-09,29-07-2009,Tadoussac,M,1,196,124,2.5,"Infectious - undetermined",Infectious,0,0,0
Bel00712,190,DL2009-02,DL-02-09,P507-09,29-07-2009,Tadoussac,M,1,196,124,2.5,"Infectious - undetermined",Infectious,0,0,0
Bel00743,195,DL2010-02,DL-02-10,P855-10,21-03-2010,Sainte-Félicité,F,1,209,141,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00744,195,DL2010-02,DL-02-10,P855-10,21-03-2010,Sainte-Félicité,F,1,209,141,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00814,206,DL2011-02,DL-02-11,P908-11,19-05-2011,Rimouski,F,44,365,839,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00815,206,DL2011-02,DL-02-11,P908-11,19-05-2011,Rimouski,F,44,365,839,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00004,23,DL1987-02,DL-02-87,87-3682,1987-09-02,Matane,F,16,373,836,3,"Infectious - bacterial",Infectious,0,0,0
Bel00031,36,DL1989-02,DL-02-89,89-2629,1989-05-30,Sainte-Flavie,M-F,57,414,1059,2,Undetermined,Undetermined,0,0,0
Bel00032,36,DL1989-02,DL-02-89,89-2629,1989-05-30,Sainte-Flavie,M-F,57,414,1059,2,Undetermined,Undetermined,0,0,0
Bel00033,36,DL1989-02,DL-02-89,89-2629,1989-05-30,Sainte-Flavie,M-F,57,414,1059,2,Undetermined,Undetermined,0,0,0
Bel01478,36,DL1989-02,DL-02-89,89-2629,1989-05-30,Sainte-Flavie,M-F,57,414,1059,2,Undetermined,Undetermined,0,0,0
Bel00050,44,DL1990-02,DL-02-90,90-2961,1990-06-16,"Bic Île-au-Massacre",M,56,424,1082,2.5,Undetermined,Undetermined,0,0,0
Bel00061,50,DL1991-02,DL-02-91,91-4196,1991-08-24,Saint-Andre-de-Kamouraska,F,54,347,572,2,"Infectious - bacterial",Infectious,0,0,0
Bel00066,56,DL1992-02,DL-02-92,92-4426,1992-07-03,Métis-sur-mer,M,51,397,905,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00067,56,DL1992-02,DL-02-92,92-4426,1992-07-03,Métis-sur-mer,M,51,397,905,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00070,63,DL1993-02,DL-02-93,93-3616,1993-05-20,Ruisseau-Castor,M,47,397,0,2.5,Neoplasia,Neoplasia,1,0,0
Bel00091,79,DL1995-02,DL-02-95,95-4138,1995-05-21,Rivière-Ouelle,F,50,331,583,2,Neoplasia,Neoplasia,1,1,0
Bel00123,91,DL1996-02,DL-02-96,96-3971,1996-05-16,Kamouraska,F,9,325,304,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00156,100,DL1997-02,DL-02-97,97-5351,1997-05-23,Île-aux-Lièvres,F,57,338,614,2,Undetermined,Undetermined,0,0,0
Bel00157,100,DL1997-02,DL-02-97,97-5351,1997-05-23,Île-aux-Lièvres,F,57,338,614,2,Undetermined,Undetermined,0,0,0
Bel00193,107,DL1998-02,DL-02-98,98-5138,1998-05-23,Sainte-Flavie,M,26,401,711,2,"Infectious - bacterial",Infectious,0,0,0
Bel00194,107,DL1998-02,DL-02-98,98-5138,1998-05-23,Sainte-Flavie,M,26,401,711,2,"Infectious - bacterial",Infectious,0,0,0
Bel00238,116,DL1999-02,DL-02-99,99-5107,24-04-1999,Métis-sur-Mer,M,38,416,1005,3.5,"Infectious - bacterial",Infectious,0,0,0
Bel00284,126,DL2000-03,DL-03-00,00-B348,29-07-2000,"Les Escoumins (au large)",M,35,411,0,3,Undetermined,Undetermined,0,0,0
Bel00285,126,DL2000-03,DL-03-00,00-B348,29-07-2000,"Les Escoumins (au large)",M,35,411,0,3,Undetermined,Undetermined,0,0,0
Bel00321,131,DL2001-03,DL-03-01,01-9185,22-06-2001,Cap-Chat,M,48,418,1173,3.5,Undetermined,Undetermined,0,0,0
Bel00322,131,DL2001-03,DL-03-01,01-9185,22-06-2001,Cap-Chat,M,48,418,1173,3.5,Undetermined,Undetermined,0,0,0
Bel00323,131,DL2001-03,DL-03-01,01-9185,22-06-2001,Cap-Chat,M,48,418,1173,3.5,Undetermined,Undetermined,0,0,0
Bel00324,131,DL2001-03,DL-03-01,01-9185,22-06-2001,Cap-Chat,M,48,418,1173,3.5,Undetermined,Undetermined,0,0,0
Bel00373,138,DL2002-03,DL-03-02,02-8743,14-06-2002,Matane,M,21,433,1191,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00374,138,DL2002-03,DL-03-02,02-8743,14-06-2002,Matane,M,21,433,1191,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00409,147,DL2003-03,DL-03-03,03-5664,23-07-2003,"Île Verte",M,0,153,69,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00410,147,DL2003-03,DL-03-03,03-5664,23-07-2003,"Île Verte",M,0,153,69,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00462,155,DL2004-03,DL-03-04,04-6091,11-06-2004,Rimouski,F,56,330,525,2.5,Neoplasia,Neoplasia,1,1,0
Bel00463,155,DL2004-03,DL-03-04,04-6091,11-06-2004,Rimouski,F,56,330,525,2.5,Neoplasia,Neoplasia,1,1,0
Bel00509,165,DL2005-03,DL-03-05,05-8914,04-08-2005,Pointe-au-Père,F,48,362,629,3,Neoplasia,Neoplasia,1,1,1
Bel00510,165,DL2005-03,DL-03-05,05-8914,04-08-2005,Pointe-au-Père,F,48,362,629,3,Neoplasia,Neoplasia,1,1,1
Bel00534,171,DL2006-03,DL-03-06,06-9446,21-06-2006,Tadoussac,F,35,391,905,4,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00535,171,DL2006-03,DL-03-06,06-9446,21-06-2006,Tadoussac,F,35,391,905,4,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00536,171,DL2006-03,DL-03-06,06-9446,21-06-2006,Tadoussac,F,35,391,905,4,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00537,171,DL2006-03,DL-03-06,06-9446,21-06-2006,Tadoussac,F,35,391,905,4,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00576,174,DL2007-03,DL-03-07,07-6401,01-07-2007,"Île Verte",F,50,374,680,3,Neoplasia,Neoplasia,1,1,1
Bel00577,174,DL2007-03,DL-03-07,07-6401,01-07-2007,"Île Verte",F,50,374,680,3,Neoplasia,Neoplasia,1,1,1
Bel00578,174,DL2007-03,DL-03-07,07-6401,01-07-2007,"Île Verte",F,50,374,680,3,Neoplasia,Neoplasia,1,1,1
Bel00579,174,DL2007-03,DL-03-07,07-6401,01-07-2007,"Île Verte",F,50,374,680,3,Neoplasia,Neoplasia,1,1,1
Bel00637,184,DL2008-03,DL-03-08,08-2764,16-06-2008,Escoumins,F,52,370,603,2,"Primary starvation","Primary starvation",0,0,0
Bel00638,184,DL2008-03,DL-03-08,08-2764,16-06-2008,Escoumins,F,52,370,603,2,"Primary starvation","Primary starvation",0,0,0
Bel00713,191,DL2009-03,DL-03-09,P532-09,01-08-2009,Sainte-Flavie,M,49,414,867,3,"Protozoal pneumonia",Infectious,0,0,0
Bel00714,191,DL2009-03,DL-03-09,P532-09,01-08-2009,Sainte-Flavie,M,49,414,867,3,"Protozoal pneumonia",Infectious,0,0,0
Bel00745,196,DL2010-03,DL-03-10,P856-10,30-04-2010,Sainte-Luce,F,7,317,435,4,Other,"Other non-infetious causes",0,0,0
Bel00746,196,DL2010-03,DL-03-10,P856-10,30-04-2010,Sainte-Luce,F,7,317,435,4,Other,"Other non-infetious causes",0,0,0
Bel00816,207,DL2011-03,DL-03-11,P1047-11,08-06-2011,Matane,F,30,306,718,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00817,207,DL2011-03,DL-03-11,P1047-11,08-06-2011,Matane,F,30,306,718,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00005,24,DL1987-03,DL-03-87,87-3898,1987-09-17,Pointe-au-Père,F,38,360,609,3,"Infectious - undetermined",Infectious,0,0,0
Bel00034,37,DL1989-03,DL-03-89,89-2858,1989-06-13,Cacouna,F,45,360,0,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00051,45,DL1990-03,DL-03-90,90-3484,1990-07-19,Tourelle,M,39,438,1306,3,Undetermined,Undetermined,0,0,0
Bel00052,51,DL1991-03,DL-03-91,91-4316,1991-08-25,"Île du Pot-à-l'Eau-de-Vie",M,45,394,0,3,Undetermined,Undetermined,0,0,0
Bel00071,64,DL1993-03,DL-03-93,93-4278,1993-06-18,"Îles-du-Bic (au large)",M,18,0,0,3,Undetermined,Undetermined,0,0,0
Bel00072,64,DL1993-03,DL-03-93,93-4278,1993-06-18,"Îles-du-Bic (au large)",M,18,0,0,3,Undetermined,Undetermined,0,0,0
Bel00082,73,DL1994-03,DL-03-94,94-5102,1994-06-13,Sainte-Flavie,M,18,389,1006,3,"Degenerative changes","Other non-infetious causes",0,0,0
Bel00092,80,DL1995-03,DL-03-95,95-4668,1995-05-30,Métis-sur-Mer,M,52,384,758,3,"Degenerative changes","Other non-infetious causes",0,0,0
Bel00158,101,DL1997-03,DL-03-97,97-5837,1997-06-08,Rivière-Ouelle,F,43,363,841,2,"Infectious - bacterial",Infectious,0,0,0
Bel00159,101,DL1997-03,DL-03-97,97-5837,1997-06-08,Rivière-Ouelle,F,43,363,841,2,"Infectious - bacterial",Infectious,0,0,0
Bel00195,108,DL1998-03,DL-03-98,98-5151,1998-05-24,"Riviere-du-Loup (Anse au Persil)",F,59,377,916,2,Neoplasia,Neoplasia,1,1,1
Bel00196,108,DL1998-03,DL-03-98,98-5151,1998-05-24,"Riviere-du-Loup (Anse au Persil)",F,59,377,916,2,Neoplasia,Neoplasia,1,1,1
Bel00239,117,DL1999-03,DL-03-99,99-6797,31-05-1999,Ile-aux-Lièvres,F,54,366,832,4,Undetermined,Undetermined,0,0,0
Bel00286,127,DL2000-04,DL-04-00,00-E914,06-10-2000,"Les Escoumins",F,0,372,605,2.5,Other,"Other non-infetious causes",0,0,0
Bel00287,127,DL2000-04,DL-04-00,00-E914,06-10-2000,"Les Escoumins",F,0,372,605,2.5,Other,"Other non-infetious causes",0,0,0
Bel00325,132,DL2001-04,DL-04-01,01-A836,28-07-2001,"Île au Caribou Côte Nord",M,60,410,1189,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00326,132,DL2001-04,DL-04-01,01-A836,28-07-2001,"Île au Caribou Côte Nord",M,60,410,1189,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00327,132,DL2001-04,DL-04-01,01-A836,28-07-2001,"Île au Caribou Côte Nord",M,60,410,1189,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00328,132,DL2001-04,DL-04-01,01-A836,28-07-2001,"Île au Caribou Côte Nord",M,60,410,1189,3.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00375,139,DL2002-04,DL-04-02,02-A383,24-07-2002,Sainte-Flavie,M,55,411,1130,4,Trauma,"Antropogenic causes",0,0,0
Bel00376,139,DL2002-04,DL-04-02,02-A383,24-07-2002,Sainte-Flavie,M,55,411,1130,4,Trauma,"Antropogenic causes",0,0,0
Bel00411,148,DL2003-04,DL-04-03,03-5932,30-07-2003,Sainte-Luce,F,0,144,42,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00412,148,DL2003-04,DL-04-03,03-5932,30-07-2003,Sainte-Luce,F,0,144,42,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00413,148,DL2003-04,DL-04-03,03-5932,30-07-2003,Sainte-Luce,F,0,144,42,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00464,156,DL2004-04,DL-04-04,04-6285,19-06-2004,Rivière-Ouelle,M,3,233,216,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00465,156,DL2004-04,DL-04-04,04-6285,19-06-2004,Rivière-Ouelle,M,3,233,216,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00511,166,DL2005-04,DL-04-05,05-A025,04-09-2005,Baie-des-Sables,M,50,418,912,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00512,166,DL2005-04,DL-04-05,05-A025,04-09-2005,Baie-des-Sables,M,50,418,912,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00580,175,DL2007-04,DL-04-07,07-6402,03-07-2007,Anse-Pleureuse,F,28,380,841,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00581,175,DL2007-04,DL-04-07,07-6402,03-07-2007,Anse-Pleureuse,F,28,380,841,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00582,175,DL2007-04,DL-04-07,07-6402,03-07-2007,Anse-Pleureuse,F,28,380,841,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00583,175,DL2007-04,DL-04-07,07-6402,03-07-2007,Anse-Pleureuse,F,28,380,841,3.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00639,185,DL2008-04,DL-04-08,09-1364,18-07-2008,Rivière-du-Loup,F,0,169,64,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00640,185,DL2008-04,DL-04-08,09-1364,18-07-2008,Rivière-du-Loup,F,0,169,64,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00715,192,DL2009-04,DL-04-09,P782-09,03-09-2009,Matane,M,0,165,63,2,"Fishing gear","Antropogenic causes",0,0,0
Bel00716,192,DL2009-04,DL-04-09,P782-09,03-09-2009,Matane,M,0,165,63,2,"Fishing gear","Antropogenic causes",0,0,0
Bel00747,197,DL2010-04,DL-04-10,"P1132-10 ",09-06-2010,Sainte-Luce,F,42,369,762,3.5,Toxoplasmosis,Infectious,0,0,0
Bel00748,197,DL2010-04,DL-04-10,"P1132-10 ",09-06-2010,Sainte-Luce,F,42,369,762,3.5,Toxoplasmosis,Infectious,0,0,0
Bel00818,208,DL2011-04,DL-04-11,P1247-11,12-07-2011,Percé,F,56,361,466,2,Neoplasia,Neoplasia,1,1,0
Bel00819,208,DL2011-04,DL-04-11,P1247-11,12-07-2011,Percé,F,56,361,466,2,Neoplasia,Neoplasia,1,1,0
Bel00001,7,DL1984-04,DL-04-84,84-2633,1984-06-24,Grand-Metis,F,36,374,0,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00013,26,DL1988-04,DL-04-88,88-3306,1988-07-15,Pointe-au-Père,F,42,362,583,2,"Protozoal pneumonia",Infectious,1,0,0
Bel00014,26,DL1988-04,DL-04-88,88-3306,1988-07-15,Pointe-au-Père,F,42,362,583,2,"Protozoal pneumonia",Infectious,1,0,0
Bel00035,38,DL1989-04,DL-04-89,89-2859,1989-06-13,"Rivière-du-Loup (au large)",F,40,335,614,2,Undetermined,Undetermined,0,0,0
Bel00053,46,DL1990-04,DL-04-90,90-3654,1990-07-29,Île-aux-Lièvres,F,25,329,709,2,Undetermined,Undetermined,0,0,0
Bel00062,52,DL1991-04,DL-04-91,91-4295,1991-08-30,Forestville,M,0,155,59,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00068,58,DL1992-04,DL-04-92,92-5675,1992-09-02,Cap-Bon-Désir,M,3,247,224,3,Undetermined,Undetermined,0,0,0
Bel00073,65,DL1993-04,DL-04-93,93-4742,1993-07-07,"Cap-Bon-Désir (au large)",F,14,341,721,3,Undetermined,Undetermined,0,0,0
Bel00074,65,DL1993-04,DL-04-93,93-4742,1993-07-07,"Cap-Bon-Désir (au large)",F,14,341,721,3,Undetermined,Undetermined,0,0,0
Bel00083,74,DL1994-04,DL-04-94,94-7002,1994-09-23,Saint-Joachim-de-Tourelles,F,14,339,388,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00093,81,DL1995-04,DL-04-95,95-4887,1995-06-17,Notre-Dame-du-Portage,F,3,240,269,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00124,93,DL1996-04,DL-04-96,96-5738,1996-07-22,Bic,M-F,34,420,868,2,"Infectious - bacterial",Infectious,0,0,0
Bel00160,102,DL1997-04,DL-04-97,97-6568,1997-07-01,Bic,M,0,139,43,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00161,102,DL1997-04,DL-04-97,97-6568,1997-07-01,Bic,M,0,139,43,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00197,109,DL1998-04,DL-04-98,98-5165,1998-05-24,Sainte-Flavie,F,42,356,534,2,Neoplasia,Neoplasia,1,1,1
Bel00198,109,DL1998-04,DL-04-98,98-5165,1998-05-24,Sainte-Flavie,F,42,356,534,2,Neoplasia,Neoplasia,1,1,1
Bel00240,118,DL1999-04,DL-04-99,99-7116,07-06-1999,"Trois-Pistoles (au large)",M,35,398,985,3,Neoplasia,Neoplasia,1,1,0
Bel00288,128,DL2000-05,DL-05-00,00-F152,12-10-2000,Cacouna,F,50,401,803,2,Neoplasia,Neoplasia,1,1,1
Bel00329,133,DL2001-05,DL-05-01,01-D757,25-09-2001,"Île Verte",M,7,298,342,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00330,133,DL2001-05,DL-05-01,01-D757,25-09-2001,"Île Verte",M,7,298,342,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00331,133,DL2001-05,DL-05-01,01-D757,25-09-2001,"Île Verte",M,7,298,342,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00377,140,DL2002-05,DL-05-02,02-A462,25-07-2002,"Île Saint-Barnabé (au large)",F,27,371,988,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00378,140,DL2002-05,DL-05-02,02-A462,25-07-2002,"Île Saint-Barnabé (au large)",F,27,371,988,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00379,140,DL2002-05,DL-05-02,02-A462,25-07-2002,"Île Saint-Barnabé (au large)",F,27,371,988,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
